Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
31,8,2,1,0,False,True,False,True,False
30,4,1,1,1,True,False,False,False,True
45,1,1,1,0,True,False,False,False,True
42,4,2,0,1,False,False,True,False,True
29,5,2,0,1,True,False,False,True,False
26,10,2,1,0,False,True,False,True,False
40,3,1,0,0,False,False,True,False,True
39,3,1,0,1,True,False,False,True,False
34,9,1,1,0,False,True,False,True,False
47,8,2,1,1,True,False,False,True,False
42,2,2,0,0,False,True,False,True,False
72,5,2,1,1,False,True,False,True,False
43,2,2,1,1,True,False,False,True,False
37,3,1,0,0,True,False,False,False,True
49,3,2,1,1,True,False,False,False,True
24,4,2,0,1,True,False,False,True,False
28,4,2,1,1,True,False,False,False,True
30,9,2,1,0,True,False,False,True,False
26,2,1,0,0,False,True,False,True,False
45,10,2,1,0,True,False,False,False,True
46,7,1,1,1,False,True,False,True,False
28,6,2,1,1,False,True,False,True,False
34,10,2,1,1,True,False,False,False,True
43,7,2,1,0,True,False,False,False,True
21,4,2,1,0,True,False,False,True,False
32,1,1,1,1,False,True,False,True,False
21,7,1,1,1,True,False,False,True,False
37,2,2,1,0,False,True,False,True,False
46,1,2,1,0,False,True,False,False,True
38,2,2,0,1,True,False,False,True,False
37,7,2,0,1,False,True,False,True,False
62,4,2,0,1,True,False,False,True,False
36,9,2,1,1,True,False,False,True,False
45,1,1,1,0,False,False,True,True,False
40,1,2,1,1,False,False,True,False,True
24,10,1,1,1,True,False,False,False,True
42,3,1,1,0,True,False,False,False,True
38,5,1,1,1,True,False,False,True,False
31,10,1,1,1,False,False,True,False,True
40,4,1,0,0,False,False,True,False,True
45,8,1,1,1,True,False,False,False,True
44,4,2,0,1,False,False,True,True,False
43,2,1,0,1,False,False,True,False,True
62,8,1,0,0,True,False,False,True,False
50,2,1,1,0,False,True,False,False,True
29,10,1,1,0,True,False,False,True,False
33,1,3,0,1,True,False,False,True,False
40,8,2,0,0,False,True,False,True,False
19,5,2,1,0,False,False,True,False,True
42,8,2,1,1,False,True,False,False,True
29,1,1,0,0,True,False,False,False,True
59,7,2,1,1,True,False,False,False,True
42,4,2,1,1,True,False,False,False,True
38,9,1,1,1,False,False,True,False,True
31,1,1,1,1,True,False,False,True,False
29,6,2,1,0,False,False,True,True,False
38,1,2,1,0,True,False,False,False,True
48,2,2,1,0,False,True,False,True,False
53,8,2,0,1,True,False,False,True,False
46,2,1,1,0,True,False,False,True,False
56,1,3,1,0,False,False,True,False,True
55,8,2,1,1,False,True,False,False,True
36,9,2,1,1,False,False,True,False,True
36,5,2,1,0,False,False,True,False,True
21,1,3,1,1,False,True,False,True,False
28,6,2,0,1,True,False,False,True,False
30,2,1,1,0,False,True,False,True,False
30,0,2,1,1,False,False,True,True,False
34,9,2,1,0,True,False,False,False,True
52,8,1,0,1,True,False,False,False,True
44,10,1,1,0,False,True,False,True,False
43,3,2,1,1,False,False,True,True,False
37,1,1,1,0,True,False,False,False,True
39,7,2,0,1,True,False,False,True,False
38,6,1,0,0,True,False,False,True,False
40,5,1,1,0,True,False,False,False,True
40,5,1,1,1,True,False,False,False,True
35,2,1,1,0,False,False,True,True,False
42,2,2,1,0,False,False,True,True,False
34,4,1,1,0,True,False,False,True,False
45,6,1,1,0,True,False,False,False,True
34,3,1,0,1,False,False,True,False,True
36,3,2,1,0,False,True,False,True,False
25,0,2,1,1,True,False,False,True,False
18,2,1,0,0,True,False,False,False,True
37,9,1,0,1,True,False,False,False,True
32,10,1,1,0,True,False,False,False,True
31,5,1,1,0,True,False,False,True,False
27,9,2,0,0,False,True,False,True,False
34,4,2,1,0,False,False,True,True,False
39,1,2,1,1,False,True,False,False,True
43,1,1,0,0,False,True,False,True,False
37,1,1,0,0,False,True,False,False,True
47,10,2,1,0,True,False,False,False,True
32,1,1,1,1,False,True,False,False,True
38,2,1,1,1,True,False,False,False,True
31,5,2,1,1,False,True,False,False,True
42,1,2,1,1,True,False,False,True,False
36,9,1,1,0,False,False,True,True,False
33,6,2,1,0,True,False,False,False,True
22,5,2,1,1,True,False,False,False,True
45,6,1,0,0,False,True,False,False,True
34,5,2,1,1,True,False,False,True,False
59,9,2,0,0,True,False,False,False,True
42,0,1,0,1,False,False,True,False,True
28,10,2,1,1,False,True,False,True,False
24,9,2,0,0,False,True,False,False,True
39,0,1,0,1,True,False,False,False,True
40,7,2,1,0,False,True,False,True,False
45,7,1,0,0,False,True,False,True,False
34,10,1,1,1,False,False,True,True,False
52,9,1,1,1,False,False,True,False,True
40,5,1,0,1,False,True,False,False,True
19,1,1,1,1,True,False,False,False,True
37,2,2,0,0,False,True,False,False,True
41,5,2,1,0,False,False,True,False,True
30,1,1,1,0,False,True,False,False,True
29,8,2,0,1,False,False,True,False,True
33,8,1,1,0,False,False,True,False,True
30,1,2,1,1,False,True,False,False,True
76,7,2,0,1,True,False,False,True,False
43,3,2,1,1,False,False,True,False,True
35,10,2,1,1,True,False,False,False,True
32,2,2,0,0,False,True,False,True,False
40,6,2,1,0,False,True,False,True,False
44,9,1,1,1,False,False,True,False,True
30,8,1,1,0,False,True,False,False,True
49,6,2,1,0,False,True,False,False,True
39,3,1,1,0,True,False,False,True,False
53,5,1,0,1,False,True,False,True,False
41,10,4,1,1,True,False,False,True,False
48,5,1,1,1,False,False,True,True,False
34,9,1,0,0,False,True,False,True,False
34,1,1,1,1,False,True,False,True,False
26,4,2,1,0,False,True,False,False,True
37,7,1,1,0,True,False,False,False,True
26,2,2,0,0,True,False,False,True,False
22,4,2,1,1,False,True,False,False,True
32,4,2,1,1,True,False,False,False,True
68,3,1,0,1,True,False,False,True,False
38,10,1,1,1,False,True,False,False,True
37,9,1,1,0,False,False,True,True,False
28,3,1,1,0,True,False,False,False,True
47,5,1,0,0,False,True,False,False,True
32,0,2,1,0,True,False,False,True,False
25,10,2,0,0,True,False,False,True,False
33,8,1,1,1,False,False,True,True,False
42,8,1,1,1,False,False,True,False,True
55,10,3,1,1,True,False,False,False,True
73,5,1,1,1,False,False,True,False,True
45,3,1,1,0,True,False,False,False,True
36,7,1,1,0,True,False,False,False,True
32,7,2,1,0,False,True,False,False,True
20,9,2,0,0,False,False,True,False,True
56,7,1,1,0,True,False,False,True,False
37,0,2,1,1,False,True,False,True,False
53,10,1,0,0,True,False,False,True,False
24,9,1,1,1,True,False,False,False,True
34,9,1,0,0,False,False,True,True,False
57,9,2,1,1,False,True,False,False,True
39,8,2,1,0,False,False,True,False,True
61,8,2,1,1,True,False,False,True,False
42,1,1,1,1,True,False,False,False,True
30,9,2,1,0,True,False,False,False,True
32,8,2,1,1,False,False,True,False,True
43,5,1,1,1,False,False,True,True,False
23,7,1,1,0,True,False,False,True,False
34,5,1,1,0,True,False,False,False,True
27,2,1,0,0,False,True,False,True,False
36,9,2,0,1,False,False,True,True,False
29,3,3,1,0,True,False,False,True,False
46,1,1,1,0,True,False,False,False,True
36,8,2,0,1,True,False,False,True,False
70,9,2,0,1,False,True,False,False,True
59,5,1,0,1,False,True,False,True,False
32,2,1,1,0,False,True,False,False,True
47,1,1,1,1,False,False,True,False,True
26,4,1,1,1,False,True,False,False,True
30,1,1,0,1,False,False,True,True,False
29,8,1,0,1,True,False,False,False,True
32,1,2,1,0,False,False,True,False,True
39,9,1,0,1,True,False,False,False,True
30,10,2,0,0,False,True,False,True,False
48,3,1,1,1,True,False,False,False,True
23,10,1,1,1,False,False,True,False,True
31,6,1,1,1,False,False,True,True,False
66,8,2,1,1,False,False,True,False,True
34,3,2,1,1,False,True,False,False,True
31,9,2,0,1,False,False,True,False,True
39,9,2,1,0,False,True,False,False,True
33,8,2,1,0,True,False,False,False,True
26,2,1,0,1,True,False,False,False,True
30,8,2,1,0,True,False,False,True,False
40,8,2,1,0,True,False,False,True,False
57,9,3,1,1,True,False,False,True,False
42,4,1,1,1,False,False,True,False,True
50,0,1,0,1,False,False,True,False,True
29,1,1,1,1,True,False,False,False,True
51,1,1,1,1,False,True,False,False,True
33,8,2,0,0,False,True,False,False,True
59,2,1,1,0,False,True,False,False,True
34,1,1,1,0,True,False,False,False,True
32,2,2,1,1,True,False,False,True,False
21,1,2,1,1,True,False,False,False,True
42,2,1,1,0,False,False,True,True,False
37,9,1,1,1,False,False,True,True,False
30,9,2,1,1,True,False,False,False,True
40,1,1,0,0,False,True,False,False,True
36,7,1,1,1,False,False,True,True,False
36,3,1,1,1,False,True,False,True,False
74,0,1,1,1,True,False,False,True,False
29,3,2,0,0,True,False,False,True,False
37,4,3,1,0,True,False,False,True,False
32,1,2,1,0,False,False,True,True,False
35,2,1,1,1,True,False,False,True,False
30,1,1,1,1,True,False,False,False,True
38,7,2,1,0,True,False,False,False,True
37,1,2,0,1,False,False,True,False,True
48,10,1,1,0,True,False,False,False,True
29,8,2,1,1,True,False,False,False,True
44,6,1,1,1,False,False,True,False,True
41,5,1,1,0,False,True,False,True,False
47,5,1,1,0,False,False,True,False,True
34,3,2,1,0,False,False,True,False,True
29,0,1,1,1,True,False,False,True,False
33,4,2,0,1,True,False,False,True,False
43,1,1,1,0,True,False,False,False,True
38,5,2,1,0,False,True,False,True,False
66,6,2,1,1,True,False,False,True,False
39,9,2,0,0,True,False,False,True,False
38,6,2,0,0,False,False,True,True,False
57,8,1,1,1,False,False,True,True,False
51,6,4,1,0,True,False,False,True,False
42,6,2,1,1,False,False,True,False,True
38,1,2,1,1,True,False,False,False,True
41,7,1,0,1,False,False,True,False,True
34,5,2,0,0,False,False,True,False,True
35,7,2,1,1,False,False,True,False,True
40,8,1,1,0,True,False,False,False,True
34,4,1,1,1,False,False,True,True,False
34,2,2,1,0,True,False,False,False,True
43,5,2,1,1,False,False,True,False,True
29,9,2,1,0,False,True,False,False,True
45,2,2,0,1,False,True,False,True,False
38,10,1,1,1,False,False,True,False,True
24,0,1,1,1,False,False,True,True,False
31,3,1,0,0,False,False,True,False,True
60,8,1,1,1,True,False,False,True,False
43,5,1,0,0,True,False,False,False,True
44,0,2,1,1,False,True,False,True,False
44,7,1,1,0,True,False,False,True,False
51,2,1,0,0,True,False,False,False,True
49,1,2,1,0,True,False,False,False,True
43,9,1,1,0,False,False,True,True,False
44,8,1,1,1,True,False,False,False,True
35,0,1,1,1,False,True,False,False,True
43,8,1,1,0,True,False,False,False,True
38,3,1,1,0,False,False,True,True,False
40,1,1,1,1,False,True,False,True,False
36,8,1,0,0,False,False,True,True,False
41,4,1,0,0,False,True,False,False,True
32,2,1,1,0,True,False,False,True,False
39,8,2,1,0,False,False,True,False,True
43,6,2,1,1,True,False,False,False,True
25,1,1,1,1,False,True,False,True,False
28,1,1,0,1,False,False,True,False,True
41,2,1,1,0,True,False,False,False,True
44,3,1,0,0,False,True,False,False,True
39,10,2,1,1,False,False,True,True,False
48,2,1,0,0,True,False,False,True,False
63,9,1,1,1,True,False,False,True,False
46,8,2,1,0,True,False,False,True,False
41,2,2,0,1,False,True,False,False,True
30,2,2,1,1,False,False,True,False,True
23,6,2,0,0,False,False,True,True,False
21,0,2,1,0,True,False,False,True,False
33,2,2,1,1,True,False,False,False,True
40,9,1,1,0,False,True,False,True,False
38,4,2,1,0,True,False,False,True,False
44,7,2,1,0,True,False,False,False,True
43,5,1,1,1,True,False,False,True,False
25,9,1,1,0,True,False,False,False,True
37,4,2,1,0,True,False,False,False,True
38,5,1,1,0,False,True,False,True,False
48,5,1,1,1,True,False,False,False,True
40,7,1,0,1,True,False,False,False,True
34,6,1,0,1,False,True,False,True,False
26,7,2,1,1,False,True,False,False,True
35,0,2,1,0,False,False,True,True,False
36,8,2,1,0,False,True,False,False,True
29,10,2,1,1,False,False,True,False,True
22,8,1,1,1,True,False,False,False,True
69,1,1,0,1,False,False,True,True,False
28,2,2,1,1,True,False,False,True,False
36,6,1,1,0,True,False,False,False,True
33,6,1,1,0,True,False,False,False,True
56,8,1,1,0,False,True,False,True,False
29,9,2,0,0,True,False,False,True,False
31,1,1,1,1,True,False,False,False,True
41,9,1,1,0,False,True,False,True,False
49,2,3,0,0,True,False,False,True,False
43,4,2,0,0,False,False,True,True,False
28,4,2,1,0,True,False,False,True,False
41,6,1,0,1,True,False,False,False,True
39,9,2,1,1,True,False,False,False,True
31,0,2,1,0,True,False,False,False,True
34,0,1,1,1,True,False,False,True,False
38,6,2,0,1,False,False,True,False,True
36,1,1,1,0,True,False,False,False,True
69,5,2,1,1,True,False,False,False,True
58,9,2,1,1,False,True,False,False,True
36,10,1,1,0,False,True,False,True,False
53,7,1,1,0,False,False,True,True,False
62,5,3,0,1,False,True,False,True,False
70,3,2,1,0,True,False,False,True,False
36,5,1,0,1,False,False,True,False,True
36,5,1,0,1,False,False,True,False,True
37,4,2,0,0,False,False,True,False,True
22,4,1,1,0,True,False,False,False,True
30,3,1,0,1,False,True,False,False,True
43,8,1,1,1,True,False,False,False,True
49,2,1,1,0,False,True,False,False,True
33,3,1,1,0,False,False,True,False,True
36,4,1,1,0,True,False,False,False,True
35,1,2,1,1,False,True,False,False,True
32,8,1,1,1,False,False,True,False,True
40,8,1,1,0,True,False,False,False,True
52,3,1,1,0,False,True,False,True,False
32,4,1,1,1,False,False,True,False,True
40,0,1,1,1,True,False,False,False,True
26,8,1,1,0,True,False,False,False,True
36,8,1,1,0,True,False,False,False,True
28,3,1,1,0,False,True,False,True,False
25,8,1,1,0,False,False,True,False,True
35,5,1,0,0,False,True,False,False,True
62,7,1,1,0,False,False,True,False,True
33,4,1,0,0,False,True,False,True,False
28,2,1,1,0,True,False,False,True,False
37,8,2,0,1,False,False,True,True,False
26,8,1,1,0,True,False,False,False,True
41,4,1,1,0,False,False,True,True,False
36,2,2,1,1,True,False,False,False,True
29,6,1,0,0,False,False,True,True,False
37,3,2,1,1,True,False,False,False,True
30,6,2,1,0,False,False,True,True,False
33,5,2,0,1,True,False,False,False,True
36,5,1,1,0,True,False,False,True,False
41,3,1,1,0,False,True,False,True,False
35,7,1,0,1,False,True,False,True,False
32,4,2,1,0,False,True,False,True,False
44,3,2,1,1,False,True,False,False,True
35,8,2,0,0,True,False,False,True,False
42,6,2,0,0,True,False,False,True,False
38,7,1,1,1,True,False,False,True,False
31,0,2,1,1,True,False,False,False,True
26,4,2,0,1,False,False,True,True,False
33,1,2,1,1,False,True,False,True,False
51,10,2,1,1,True,False,False,False,True
48,10,3,0,1,False,True,False,True,False
48,4,2,1,0,False,True,False,False,True
38,7,1,1,1,True,False,False,True,False
32,7,2,1,1,False,False,True,False,True
38,1,1,0,1,False,False,True,False,True
46,10,2,1,0,False,False,True,False,True
30,3,2,1,0,True,False,False,False,True
39,6,1,0,1,False,False,True,False,True
35,1,1,1,0,True,False,False,True,False
28,3,1,1,0,False,False,True,True,False
34,3,1,1,0,True,False,False,False,True
37,3,2,1,1,False,True,False,False,True
52,1,1,1,0,False,True,False,True,False
31,6,2,1,0,True,False,False,False,True
47,2,1,0,1,False,True,False,True,False
64,9,2,1,1,True,False,False,False,True
38,9,1,0,1,False,False,True,False,True
30,2,2,1,0,False,False,True,False,True
31,7,2,1,1,False,True,False,False,True
30,7,1,0,1,True,False,False,False,True
27,2,2,1,0,True,False,False,True,False
38,7,1,1,1,False,False,True,False,True
50,1,2,1,0,False,True,False,False,True
40,9,1,0,0,True,False,False,False,True
24,3,1,1,1,True,False,False,True,False
41,2,2,0,1,False,True,False,False,True
40,1,2,0,0,True,False,False,True,False
23,10,2,1,1,True,False,False,False,True
36,5,2,0,0,False,False,True,True,False
59,5,1,1,0,False,True,False,False,True
30,1,1,1,0,False,False,True,False,True
51,7,2,0,1,True,False,False,False,True
45,1,1,0,0,True,False,False,False,True
33,2,1,0,1,True,False,False,False,True
25,7,2,1,1,False,False,True,False,True
44,8,2,0,0,False,True,False,False,True
31,2,1,1,0,False,False,True,True,False
47,5,1,1,0,False,True,False,True,False
29,2,2,1,1,True,False,False,False,True
37,4,1,0,0,False,True,False,True,False
40,7,1,1,0,True,False,False,False,True
32,1,1,0,1,False,False,True,False,True
52,1,1,0,0,True,False,False,False,True
39,5,2,1,1,False,True,False,True,False
49,4,1,1,1,False,True,False,True,False
28,7,1,1,0,True,False,False,False,True
44,5,1,0,1,False,True,False,True,False
38,8,2,1,1,False,False,True,False,True
35,5,1,0,1,False,True,False,False,True
44,2,2,0,0,False,True,False,False,True
77,6,2,1,1,True,False,False,True,False
28,1,2,0,1,True,False,False,True,False
48,8,1,0,0,False,False,True,True,False
36,7,1,1,0,True,False,False,True,False
31,7,2,1,1,False,True,False,True,False
25,2,3,1,1,False,True,False,True,False
49,6,1,1,0,True,False,False,False,True
41,4,2,1,1,True,False,False,False,True
53,5,1,1,0,False,True,False,False,True
47,9,2,1,0,True,False,False,False,True
32,3,2,1,1,True,False,False,True,False
37,3,2,1,1,True,False,False,False,True
62,3,1,0,0,True,False,False,True,False
26,6,2,0,0,False,True,False,True,False
33,0,1,1,1,False,True,False,False,True
68,7,1,1,1,False,True,False,False,True
37,3,2,1,0,False,True,False,True,False
35,10,1,0,1,False,False,True,False,True
49,3,2,1,1,True,False,False,True,False
41,7,1,1,1,True,False,False,False,True
30,9,1,1,1,True,False,False,True,False
28,6,1,1,0,False,False,True,True,False
28,6,2,0,1,False,False,True,False,True
51,2,1,1,0,False,True,False,True,False
34,3,1,0,0,True,False,False,True,False
35,8,1,0,1,False,False,True,True,False
33,2,1,1,1,False,True,False,False,True
45,9,2,1,0,False,True,False,True,False
50,9,2,0,0,True,False,False,True,False
32,9,2,1,0,True,False,False,False,True
28,7,1,1,1,True,False,False,False,True
32,2,2,1,0,True,False,False,True,False
43,3,2,1,1,True,False,False,False,True
48,7,2,1,1,False,False,True,False,True
41,0,1,0,1,True,False,False,False,True
28,1,2,0,0,True,False,False,False,True
44,9,1,0,1,True,False,False,True,False
40,1,1,1,1,True,False,False,False,True
32,4,2,1,1,False,True,False,False,True
35,2,1,0,1,True,False,False,True,False
37,10,2,1,1,False,False,True,True,False
33,3,2,1,1,False,False,True,False,True
33,10,1,1,1,False,True,False,True,False
49,6,3,1,0,False,True,False,False,True
60,9,1,1,1,True,False,False,False,True
41,6,1,1,1,False,True,False,False,True
33,3,1,1,0,False,True,False,False,True
47,10,1,1,0,False,False,True,True,False
39,1,1,1,1,True,False,False,False,True
48,6,1,1,1,False,False,True,True,False
26,8,2,0,1,False,False,True,False,True
44,3,2,1,1,False,True,False,True,False
36,10,1,1,1,False,False,True,True,False
29,9,1,1,0,False,True,False,True,False
50,10,4,1,0,True,False,False,True,False
37,1,2,1,1,False,True,False,True,False
37,6,1,1,0,False,True,False,True,False
41,3,2,1,0,False,True,False,False,True
33,6,1,0,0,True,False,False,False,True
41,6,2,1,1,False,False,True,True,False
50,4,1,1,0,True,False,False,False,True
47,4,1,0,1,False,True,False,True,False
37,2,2,0,1,False,True,False,True,False
30,5,2,1,1,False,True,False,False,True
41,7,2,0,1,True,False,False,False,True
35,3,2,1,1,False,True,False,True,False
34,0,1,1,0,False,False,True,False,True
42,8,3,1,0,True,False,False,True,False
37,8,2,1,1,True,False,False,False,True
29,4,2,1,1,True,False,False,False,True
30,0,2,0,0,False,True,False,True,False
27,5,1,0,1,False,False,True,True,False
54,6,1,1,0,False,True,False,True,False
36,1,2,0,1,False,False,True,False,True
46,6,2,1,0,True,False,False,True,False
52,2,1,1,1,True,False,False,True,False
42,8,2,0,1,True,False,False,True,False
37,2,1,0,1,True,False,False,False,True
29,4,1,1,0,True,False,False,True,False
37,2,2,1,1,False,False,True,True,False
44,6,2,1,1,True,False,False,False,True
43,7,2,1,0,False,True,False,True,False
48,3,1,1,1,True,False,False,True,False
40,5,2,1,0,True,False,False,False,True
32,8,2,1,0,False,False,True,True,False
36,6,2,1,0,True,False,False,False,True
47,1,2,1,1,False,False,True,False,True
42,5,2,0,0,False,False,True,False,True
31,8,1,1,0,True,False,False,False,True
24,2,2,1,0,True,False,False,False,True
36,9,2,1,0,False,True,False,False,True
44,8,1,0,1,True,False,False,False,True
42,1,1,1,1,False,False,True,True,False
27,2,2,1,1,False,False,True,False,True
25,3,1,0,0,False,False,True,False,True
38,3,1,1,1,False,True,False,False,True
29,9,2,0,0,True,False,False,False,True
29,6,2,1,1,True,False,False,False,True
47,0,1,1,1,True,False,False,False,True
37,4,2,1,1,False,True,False,False,True
33,4,1,0,0,False,True,False,True,False
35,3,3,1,1,False,False,True,True,False
68,9,2,1,1,True,False,False,False,True
45,7,1,1,1,True,False,False,False,True
40,4,1,1,1,False,False,True,False,True
55,8,2,1,1,True,False,False,False,True
55,0,1,1,0,False,False,True,True,False
40,7,1,1,0,False,False,True,True,False
44,1,2,0,1,True,False,False,True,False
45,4,2,1,1,False,False,True,True,False
26,7,1,1,1,True,False,False,False,True
50,10,1,1,0,False,True,False,True,False
37,9,2,0,0,True,False,False,True,False
35,7,1,1,1,True,False,False,True,False
49,1,3,1,0,False,True,False,True,False
41,0,2,1,0,False,False,True,False,True
35,7,2,1,1,True,False,False,True,False
51,1,1,1,1,False,False,True,False,True
74,9,1,0,1,True,False,False,False,True
33,6,2,0,0,True,False,False,False,True
37,8,2,1,0,True,False,False,True,False
35,4,1,1,0,True,False,False,False,True
48,1,1,1,1,False,True,False,False,True
33,7,1,1,1,True,False,False,True,False
34,6,2,1,1,False,True,False,False,True
46,7,1,1,1,False,False,True,True,False
24,9,2,1,1,False,False,True,True,False
43,9,2,1,0,False,True,False,False,True
30,6,1,0,1,True,False,False,True,False
52,8,1,0,0,True,False,False,False,True
47,4,2,1,0,True,False,False,False,True
45,9,3,1,0,False,True,False,True,False
20,3,1,1,0,False,False,True,False,True
55,7,1,1,0,False,True,False,False,True
24,7,1,0,1,True,False,False,False,True
41,8,3,1,0,True,False,False,False,True
28,3,2,1,0,True,False,False,False,True
41,8,1,1,1,False,False,True,False,True
49,10,1,1,1,False,True,False,False,True
37,7,1,1,0,True,False,False,True,False
55,0,1,1,1,False,True,False,False,True
26,3,1,1,0,False,True,False,True,False
43,8,1,1,0,True,False,False,True,False
32,0,1,1,0,True,False,False,False,True
38,0,1,1,0,True,False,False,False,True
39,3,2,1,0,True,False,False,True,False
44,9,2,1,0,False,False,True,True,False
26,6,1,0,0,False,False,True,False,True
78,2,2,0,1,False,False,True,True,False
24,4,1,0,0,True,False,False,True,False
46,9,1,1,0,False,True,False,False,True
30,3,2,1,1,False,True,False,False,True
35,1,2,0,1,False,False,True,True,False
31,4,2,1,1,True,False,False,True,False
40,3,1,1,0,False,True,False,False,True
38,10,1,1,1,True,False,False,False,True
28,8,2,1,1,True,False,False,False,True
47,4,1,1,0,False,True,False,False,True
31,5,1,0,1,True,False,False,True,False
39,7,2,1,0,True,False,False,False,True
42,7,1,1,0,False,True,False,False,True
36,8,1,1,0,True,False,False,False,True
37,4,2,1,0,True,False,False,True,False
32,8,2,1,1,False,True,False,False,True
37,4,1,1,0,True,False,False,False,True
47,9,1,1,1,True,False,False,True,False
30,5,2,1,1,False,True,False,False,True
49,0,3,1,0,False,True,False,False,True
44,8,1,1,0,False,False,True,False,True
25,7,2,1,0,True,False,False,True,False
27,9,2,1,0,True,False,False,True,False
58,7,1,1,0,False,True,False,True,False
51,8,2,1,1,False,True,False,False,True
29,6,1,1,1,False,True,False,True,False
44,2,2,0,0,True,False,False,False,True
37,10,2,1,1,True,False,False,False,True
